품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
202105959,푸르콜드연질캡슐,Flu Cold Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2021-08-13,의약품,5213,취하,,아세트아미노펜/구아이페네신/슈도에페드린염산염/클로르페니라민말레산염/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/리보플라빈/푸르설티아민,"프로필렌글리콜,콩기름,레시틴,토코페롤아세테이트,젤라틴,산화티탄,폴리에틸렌글리콜600,포비돈,황납,경질지방,적색40호,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Riboflavin/Fursultiamine
202500122,푸르펜에프정,Furphen F Tab.,(주)바스칸바이오제약,BASKHANBIOPharma Inc,2025-01-15,의약품,5127,정상,,아세트아미노펜/푸르설티아민/카페인무수물,"크로스카르멜로오스나트륨,미결정셀룰로오스,히프로멜로오스,황색4호,유당수화물,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,탤크,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,타원형,,,14.1,8.2,N,"8806562054602,8806562054619",N02BE51,,,,Acetaminophen/Fursultiamine/Anhydrous Caffeine
202500121,푸르펜엠정,Furphen M Tab.,(주)바스칸바이오제약,BASKHANBIOPharma Inc,2025-01-15,의약품,5126,정상,,아세트아미노펜/푸르설티아민/산화마그네슘,"미결정셀룰로오스,히프로멜로오스,황색4호,유당수화물,이산화규소,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,타원형,,,15.0,8.7,N,"8806562054503,8806562054510",N02BE51,,,,Acetaminophen/Fursultiamine/Magnesium Oxide
201903830,푸르펜정,Furphen Tab.,(주)바스칸바이오제약,BASKHANBIOPharma Inc,2019-06-12,의약품,5092,유효기간만료,,아세트아미노펜/푸르설티아민,"저치환도히드록시프로필셀룰로오스,황색4호,히프로멜로오스,폴리에틸렌글리콜6000,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,경질무수규산,탤크,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806562050819,8806562050802",N02BE51,,201903830,,Acetaminophen/Fursultiamine
200711315,퓨어에이드 나이퀄시럽(수출용),Pureaid Niquil Syrup,맥널티제약(주),"McNulty Pharma, Co., LTD.",2007-10-12,마약류,2,정상,,아세트아미노펜/덱스트로메토르판브롬화수소산염수화물/독시라민숙신산염,"프로필렌글리콜,시트르산수화물,사카린나트륨수화물,체리과즙농축액,폴리에틸렌글리콜400,고과당,백당,수크랄로스,에탄올(95),시트르산나트륨수화물,잔탄검,체리에센스,폴리소르베이트 80,L-멘톨,식약청인정타르색소,정제수",,전문의약품,완제의약품,허가,제조,향정,,,,,,N,"8806415007106,8806415007113,8806415007120,8806415007137",N02BE51,,,,Acetaminophen/Dextromethorphan Hydrobromide Hydrate/Doxylamine Succinate
200711313,퓨어에이드 나이퀄시럽(수출용),Pureaid Niquil Syrup,맥널티제약(주),"McNulty Pharma, Co., LTD.",2007-10-12,마약류,2,정상,,아세트아미노펜/덱스트로메토르판브롬화수소산염수화물/독시라민숙신산염,"프로필렌글리콜,시트르산수화물,사카린나트륨수화물,체리과즙농축액,폴리에틸렌글리콜400,고과당,백당,수크랄로스,에탄올(95),시트르산나트륨수화물,잔탄검,체리에센스,폴리소르베이트 80,L-멘톨,식약청인정타르색소,정제수",,전문의약품,완제의약품,허가,수출,향정,,,,,,N,"8806415007007,8806415007014",N02BE51,,,,Acetaminophen/Dextromethorphan Hydrobromide Hydrate/Doxylamine Succinate
200902008,프로파인퓨전주(아세트아미노펜),Profa infusion Inj. (Acetaminophen),대한약품공업(주),"DAI HAN PHARM CO., LTD.",2009-03-18,의약품,645,정상,,아세트아미노펜,"수산화나트륨,L-시스테인염산염일수화물,인산일수소나트륨이수화물,염산,주사용수,D-만니톨",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806451037709,8806451037716,8806451037723,8806451037730,8806451037747,8806451037754,8806451037761,8806451037778",N02BE01,,,,Acetaminophen
202400648,프리노즈에스정,Freenose S Tab.,일양약품(주),"IL-YANG PHARM. CO., LTD.",2024-03-26,의약품,5282,정상,,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"미결정셀룰로오스,히프로멜로오스,유당수화물,이산화규소,산화티탄,폴리에틸렌글리콜6000,스테아르산마그네슘,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,타원형,,,14.1,8.2,N,"8806417064008,8806417064015",R05X,,202400648,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
200001519,프리노즈정,Freenose Tab.,일양약품(주),"IL-YANG PHARM. CO., LTD.",2000-11-02,의약품,121,유효기간만료,,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"저치환도히드록시프로필셀룰로오스,오파드라이31F40501블루,미결정셀룰로오스,스테아르산마그네슘,탤크,히드록시프로필셀룰로오스,청색1호",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806417025306,8806417025313",R05X,,200001519,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
202006063,프리세펜주사(아세트아미노펜),Precephen Inj.,동국제약(주),"Dongkook Pharmaceutical Co.,Ltd.",2020-08-28,의약품,655,정상,,아세트아미노펜,"인산일수소나트륨무수물,수산화나트륨,L-시스테인염산염일수화물,염산,주사용수,D-만니톨",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806252020405,8806534058805,8806252020429,8806534058812,8806252020412",N02BE01,,,,Acetaminophen
202004406,프리에이시럽(아세트아미노펜),Free A Syrup (Acetaminophen),동국제약(주),"Dongkook Pharmaceutical Co.,Ltd.",2020-06-16,의약품,538,유효기간만료,,아세트아미노펜,"프로필렌글리콜,시트르산수화물,D-소르비톨 액,백당,수크랄로스,시트르산나트륨수화물,잔탄검,미결정셀룰로오스-카르복시메틸셀룰로오스나트륨,농글리세린,스트로베리후레바티-6653,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806534046406,8806534046413,8806534046420",N02BE01,,202004406,,Acetaminophen
201903258,프리피펜주(아세트아미노펜),PREFEPHEN Inj. (Acetaminophen),제이더블유신약(주),JW sinyak,2019-05-21,의약품,5703,정상,,아세트아미노펜,"수산화나트륨,인산일수소나트륨이수화물,염산,주사용수,시스테인염산염수화물,만니톨",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806441032707,8806441032714",N02BE01,201903258,,,Acetaminophen
202004816,플루콜캡슐,Flucol Cap.,경방신약(주),"KYUNGBANG Pharmaceutical Co.,Ltd",2020-07-02,의약품,5188,유효기간만료,,아세트아미노펜/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염/갈근탕 건조엑스(10→1),"콜로이드성이산화규소,스테아르산마그네슘,옥수수전분,전분글리콜산나트륨,캡슐",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806613064604,8806613064611",R05X,,202004816,,Acetaminophen/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate/Galgeuntang Dried Extract (10→1)
200300376,피로펜정,Piropen Tab.,정우신약(주),"Jung Woo Pharm Co.,Ltd.",2003-02-25,의약품,183,취하,,클로르족사존/아세트아미노펜,"미결정셀룰로오스,실리콘디옥사이드,유당수화물,스테아르산마그네슘,적색40호 알루미늄레이트,옥수수전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806510031204,8806942003503,8806510031211,8806942003510",M03BB53,,200300376,,Chlorzoxazone/Acetaminophen
200900762,하노펜정(수출용),Hanopen Tap.,(주)하원제약,HAWON PHARMACEUTICAL CORPORATION,2009-01-20,의약품,430,정상,,아세트아미노펜/DL-메티오닌,"저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,크로스포비돈,스테아르산마그네슘,D-만니톨",,일반의약품,완제의약품,신고,제조,,,,,,,N,8806515026809,N02BE51,,,,Acetaminophen/DL-Methionine
200904915,하드콜연질캡슐,Hardcol Soft Cap.,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2009-07-06,의약품,532,유효기간만료,,아세트아미노펜/수도에페드린염산염/클로르페니라민말레산염,"프로필렌글리콜,황색5호,폴리에틸렌글리콜400,솔비톨스페샬글리세린블렌드,젤라틴,포비돈,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806498044500,8806498044517",R05X,,200904915,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
200202343,하디코정,HardyCo Tab.,광동제약(주),"Kwangdong Pharm Co., Ltd.",2002-06-28,의약품,97,유효기간만료,,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"미결정셀룰로오스,스테아르산마그네슘,전호화전분,전분글리콜산나트륨,히드록시프로필셀룰로오스,오파드라이85G48950",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806418033904,8806418033911,8806418033928",R05X,,200202343,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
200301913,하디코프에프정,Hardicough F Tab.,광동제약(주),"Kwangdong Pharm Co., Ltd.",2003-09-25,의약품,168,정상,,아세트아미노펜/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,오파드라이II블루 85G40503,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,장방형,,,18.50,8.10,N,"8806418034000,8806418034017,8806418034024",R05X,,200301913,,Acetaminophen/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
202303224,하디코플러스정,HardyCoPlus Tab.,광동제약(주),"Kwangdong Pharm Co., Ltd.",2023-11-27,의약품,5264,정상,,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염/카페인무수물,"미결정셀룰로오스,오파드라이흰색(QX321A180025),스테아르산마그네슘,전호화전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,장방형,,,18.3,7.9,N,"8806418073504,8806418073511",R05X,,202303224,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate/Anhydrous Caffeine
202106150,하디콜맥스정,Hardicol Max Tab.,광동제약(주),"Kwangdong Pharm Co., Ltd.",2021-08-25,의약품,5234,정상,,아세트아미노펜/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/카페인무수물/슈도에페드린염산염/구아이페네신/티아민질산염,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,전분글리콜산나트륨,히드록시프로필셀룰로오스,오파드라이노란색85F42138",,일반의약품,완제의약품,신고,제조,,장방형,,,18.4,8.1,N,"8806418071203,8806418071210",R05X,,202106150,,Acetaminophen/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Anhydrous Caffeine/Pseudoephedrine Hydrochloride/Guaifenesin/Thiamine Nitrate
201707551,하디콜에스연질캡슐,,광동제약(주),"Kwangdong Pharm Co., Ltd.",2017-10-23,의약품,5158,정상,,아세트아미노펜/슈도에페드린염산염/dl-메틸에페드린염산염/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/육계가루,"프로필렌글리콜,폴리에틸렌글리콜4000,치자청색소,폴리에틸렌글리콜400,솔비톨스페샬글리세린블렌드,젤라틴,산화티탄,카카오색소,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,15,9.5,N,"8806418064403,8806418064410",R05X,,201707551,,Acetaminophen/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Cinnamon Bark Powder
200202342,하디콜정,Hardicol Power Tab.,광동제약(주),"Kwangdong Pharm Co., Ltd.",2002-06-20,의약품,96,정상,,아세트아미노펜/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/카페인무수물/슈도에페드린염산염/구아이페네신/아스코르브산/갈근탕건조엑스[10→1],"오파드라이II브라운85G56954,미결정셀룰로오스,유당수화물,글리세릴베헤네이트,스테아르산마그네슘,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,장방형,,,18.50,8.10,N,"8806418034505,8806418034512,8806418034529,8806418034536",R05X,,200202342,,Acetaminophen/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Anhydrous Caffeine/Pseudoephedrine Hydrochloride/Guaifenesin/Ascorbic Acid/Galgeuntang Dried Extract (10→1)
202203789,하디콜큐정,Hadicol Q Tab.,광동제약(주),"Kwangdong Pharm Co., Ltd.",2022-10-07,의약품,5246,정상,,아세트아미노펜/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/슈도에페드린염산염/구아이페네신/티아민질산염,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,전분글리콜산나트륨,히드록시프로필셀룰로오스,오파드라이노란색85F42138",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Pseudoephedrine Hydrochloride/Guaifenesin/Thiamine Nitrate
202101916,하디큐노즈연질캡슐,HardyQ Nose Soft Cap.,(주)알피바이오,RP Bio Inc.,2021-02-26,의약품,5259,정상,,아세트아미노펜/브롬페니라민말레산염/슈도에페드린염산염,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,19.4,9.2,N,"8806616054107,8806616054114",R05X,,202101916,,Acetaminophen/Brompheniramine Maleate/Pseudoephedrine Hydrochloride
202102200,하디큐코프연질캡슐,HardyQ Cough Soft Cap.,(주)알피바이오,RP Bio Inc.,2021-03-09,의약품,5262,정상,,아세트아미노펜/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,락색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,19.8,9.3,N,"8806616053902,8806616053919",R05X,,202102200,,Acetaminophen/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
202102171,하디큐콜드연질캡슐,HardyQ Cold Soft Cap.,(주)알피바이오,RP Bio Inc.,2021-03-09,의약품,5261,정상,,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,19.6,9.2,N,"8806616054008,8806616054015",R05X,,202102171,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
200102113,하벤-키즈시럽,Haben Kids Syrup,주식회사제뉴원사이언스,GENUONE Sciences Inc.,2001-03-21,의약품,668,정상,,아세트아미노펜/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/dl-메틸에페드린염산염/구아이페네신/티아민질산염/리보플라빈,"시트르산수화물,베타덱스,메틸파라벤,조합향료(체리향 SK-97925),프로필파라벤,백당,시트르산나트륨수화물,효소처리스테비아,농글리세린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806428017208,8806717029707,8806428017215,8806717029714",R05FA02,,200102113,,Acetaminophen/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/DL-Methylephedrine Hydrochloride/Guaifenesin/Thiamine Nitrate/Riboflavin
200201776,하벤목에스캡슐,Haben-Mok Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2002-07-10,의약품,83,정상,,아세트아미노펜/에텐자미드/구아이페네신/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/황련건조엑스(8.93→1)/길경50%에탄올건조엑스(10→1),"스테아르산,포비돈,스테아르산마그네슘,경질무수규산,캡슐제",,일반의약품,완제의약품,신고,제조,,장방형,,,19.10,6.63,N,"8806428016300,8806428016317,8806428016324",R05X,,200201776,,Acetaminophen/Ethenzamide/Guaifenesin/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Coptis Rhizome Dried Extract (8.93→1)/Platycodon Root 50% Ethanol Dried Extract (10→1)
202008963,하벤에스액,Haben S Sol.,고려제약(주),"KOREAN DRUG. CO., LTD.",2020-12-17,의약품,5101,정상,,아세트아미노펜/구아이페네신/슈도에페드린염산염/DL-메틸에페드린염산염/카페인무수물/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염,"프로필렌글리콜,벤조산나트륨,베타덱스,시트르산수화물,D-소르비톨 액,염화나트륨,아스파탐,자일리톨,수크랄로스,포비돈,에탄올(95),잔탄검,시트르산나트륨수화물,포도엣센스#6,적색40호,농글리세린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806428033208,8806428033222,8806428033215",R05X,,202008963,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Anhydrous Caffeine/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate
201405163,하벤코정,Haben-Co Tab.,고려제약(주),"KOREAN DRUG. CO., LTD.",2014-11-05,의약품,5038,취하,,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"미결정셀룰로오스,오파드라이 흰색(85F18422),스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,경질무수규산,옥수수전분,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806428027108,8806428027115",R05X,,201405163,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
202009037,하벤코프에스액,Haben Cough S Sol.,고려제약(주),"KOREAN DRUG. CO., LTD.",2020-12-18,의약품,5102,정상,,아세트아미노펜/구아이페네신/DL-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염,"프로필렌글리콜,벤조산나트륨,베타덱스,시트르산수화물,D-소르비톨 액,염화나트륨,아스파탐,자일리톨,수크랄로스,포비돈,에탄올(95),잔탄검,시트르산나트륨수화물,포도엣센스#6,적색40호(알루라레드AC),농글리세린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806428033406,8806428033413,8806428033420",R05X,,202009037,,Acetaminophen/Guaifenesin/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate
201306862,하벤코프큐연질캡슐,Haben Cough Q Soft Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2013-04-11,의약품,5027,정상,,아세트아미노펜/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,16.6,10.1,N,"8806428025807,8806428025814,8806428025821",R05X,,201306862,,Acetaminophen/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
202008854,하벤콜에스액,Haben Col S Sol.,고려제약(주),"KOREAN DRUG. CO., LTD.",2020-12-16,의약품,5100,정상,,아세트아미노펜/슈도에페드린염산염/DL-메틸에페드린염산염/카페인무수물/클로르페니라민말레산염,"프로필렌글리콜,벤조산나트륨,베타덱스,시트르산수화물,D-소르비톨 액,염화나트륨,아스파탐,자일리톨,수크랄로스,포비돈,에탄올(95),잔탄검,시트르산나트륨수화물,포도엣센스#6,적색40호(알루라레드AC),농글리세린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806428033307,8806428033321,8806428033314",R05X,,202008854,,Acetaminophen/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Anhydrous Caffeine/Chlorpheniramine Maleate
201306597,하벤콜큐연질캡슐,Haben Col Q Soft Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2013-04-03,의약품,5025,정상,,아세트아미노펜/클로르페니라민말레산염/슈도에페드린염산염,"프로필렌글리콜,락색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,16.6,10.1,N,"8806428025609,8806428025616,8806428025623",R05X,,201306597,,Acetaminophen/Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride
201306861,하벤큐연질캡슐,Haben Q Soft Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2013-04-11,의약품,5026,정상,,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,19,8,N,"8806428025906,8806428025913,8806428025920",R05X,,201306861,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
202300909,하벤파워골드캡슐,Haben-Power Gold Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2023-03-14,의약품,5114,정상,,아세트아미노펜/구아이페네신/슈도에페드린염산염/DL-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염,"포비돈,스테아르산마그네슘,경질무수규산,탤크,캡슐",,일반의약품,완제의약품,신고,제조,,장방형,,,19.2,6.3,N,"8806428034601,8806428034618",R05X,,202300909,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate
200501892,하벤파워에스캡슐,Haben-Power Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2005-08-11,의약품,132,정상,,아세트아미노펜/클로르페니라민말레산염/슈도에페드린염산염/클로페라스틴염산염/dl-메틸에페드린염산염/구아이페네신,"포비돈,스테아르산마그네슘,경질무수규산,탤크,캡슐제",,일반의약품,완제의약품,신고,제조,,장방형,,,19.10,6.63,N,"8806428017406,8806428017413,8806428017420",R05X,,200501892,,Acetaminophen/Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride/Cloperastine Hydrochloride/DL-Methylephedrine Hydrochloride/Guaifenesin
202302998,하벤허브골드캡슐,Haben Herb Gold Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2023-10-26,의약품,5116,정상,,아세트아미노펜/구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염/티아민질산염/리보플라빈/감초건조엑스(5→1)/길경50%에탄올건조엑스(10→1)/계피건조엑스(31.3→1),"포비돈,스테아르산마그네슘,경질무수규산,캡슐",,일반의약품,완제의약품,신고,제조,,장방형,,,18.7,6.3,N,"8806428034908,8806428034915",R05X,,202302998,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate/Thiamine Nitrate/Riboflavin/Glycyrrhiza Dried Extract (5→1)/Platycodon Root 50% Ethanol Dried Extract (10→1)/Cinnamon Bark Dried Extract (31.3→1)
202300908,하벤허브골드캡슐,Haben Herb Gold Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2023-03-14,의약품,5113,취하,,아세트아미노펜/구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염/티아민질산염/리보플라빈/감초건조엑스(5→1)/길경50%에탄올건조엑스(10→1)/계피건조엑스(31.3→1),"포비돈,스테아르산마그네슘,경질무수규산,캡슐",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806428034502,8806428034519",R05X,,,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate/Thiamine Nitrate/Riboflavin/Glycyrrhiza Dried Extract (5→1)/Platycodon Root 50% Ethanol Dried Extract (10→1)/Cinnamon Bark Dried Extract (31.3→1)
201804378,하벤허브에프캡슐,Haben Herb F Cap.,고려제약(주),"KOREAN DRUG. CO., LTD.",2018-11-02,의약품,5082,취하,,아세트아미노펜/구아이페네신/슈도에페드린염산염/클로페라스틴염산염/클로르페니라민말레산염/티아민질산염/리보플라빈/감초건조엑스(5→1)/길경50%에탄올건조엑스(10→1)/계피건조엑스(31.3→1),"포비돈,스테아르산마그네슘,경질무수규산,캡슐",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806428031402,8806428031419",R05X,,201804378,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Cloperastine Hydrochloride/Chlorpheniramine Maleate/Thiamine Nitrate/Riboflavin/Glycyrrhiza Dried Extract (5→1)/Platycodon Root 50% Ethanol Dried Extract (10→1)/Cinnamon Bark Dried Extract (31.3→1)
202402903,하이놀정,HAINOL,성이바이오제약주식회사,"SUNGYI BIO CO., LTD.",2024-12-10,의약품,60,정상,,아세트아미노펜/푸르설티아민/카페인무수물,"미결정셀룰로오스,스테아르산마그네슘,경질무수규산,탭쉴드노란색(11Y1550),전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Fursultiamine/Anhydrous Caffeine
201802515,하이벤정,Hiben Tab.,정우신약(주),"Jung Woo Pharm Co.,Ltd.",2018-06-18,의약품,5131,유효기간만료,,아세트아미노펜/푸르설티아민/리보플라빈,"라우릴황산나트륨,미결정셀룰로오스,저치환도히드록시프로필세룰로오스,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,탤크,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Fursultiamine/Riboflavin
200805497,하이세펜정,Hycephen Tab.,(주)한국파마,"KOREA PHARMA Co., Ltd.",2008-05-15,의약품,444,정상,,아세트아미노펜/트라마돌염산염,"저치환도히드록시프로필셀룰로오스,크로스포비돈,미결정셀룰로오스,유당수화물,포비돈,스테아르산마그네슘,전호화전분,전분글리콜산나트륨,오파드라이II주황색(85F43040),오파드라이II노란색(85F42086),히드록시프로필셀룰로오스",,전문의약품,완제의약품,신고,제조,,장방형,,,15.51,6.4,N,"8806530044703,8806530044710,8806530044727,8806530044734,8806530044741,8806530044758",N02AJ13,,,,Acetaminophen/Tramadol Hydrochloride
200705993,하이셋세미정,HIGHCET SEMI,국제약품(주),"KUKJE pharmaceutical co., ltd",2007-05-25,의약품,637,정상,,아세트아미노펜/트라마돌염산염,"저치환도히드록시프로필셀룰로오스,크로스포비돈,포비돈,스테아르산마그네슘,오파드라이II노란색(85F42086)",,전문의약품,완제의약품,신고,제조,,장방형,,,12,5.1,N,"8806437025706,8806437025713,8806437025720",N02AJ13,,,,Acetaminophen/Tramadol Hydrochloride
